DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite ratios in chronic kidney disease	1,143 European ancestry cases	NA	11q12.2	11	61774535	MYRF	TMEM258, MYRF			ENSG00000134825, ENSG00000124920	NA	NA	rs11320420-G	rs11320420	0	11320420	intron_variant	0	NR	1E-20	20	(Phosphatidylcholine with acyl-alkyl residue sum C34:1/Phosphatidylcholine with acyl-alkyl residue sum C36:5)	0.402542	[0.32-0.49] unit increase	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite ratios in chronic kidney disease	1,143 European ancestry cases	NA	11q12.2	11	61774535	MYRF	TMEM258, MYRF			ENSG00000134825, ENSG00000124920	NA	NA	rs11320420-G	rs11320420	0	11320420	intron_variant	0	NR	2E-19	18.698970004336	(Phosphatidylcholine with acyl-alkyl residue sum C34:1/Phosphatidylcholine with acyl-alkyl residue sum C38:4)	0.392775	[0.31-0.48] unit increase	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite concentrations in chronic kidney disease	1,143 European ancestry cases	NA	11q12.2	11	61790331	TMEM258	TMEM258			ENSG00000134825	NA	NA	rs102275-C	rs102275	0	102275	non_coding_transcript_exon_variant	0	NR	3E-32	31.5228787452803	(Lysophosphatidylcholine with acyl residue C20:4)	0.502958	[0.42-0.58] unit decrease	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite concentrations in chronic kidney disease	1,143 European ancestry cases	NA	11q12.2	11	61790354	TMEM258	TMEM258			ENSG00000134825	NA	NA	rs102274-C	rs102274	0	102274	non_coding_transcript_exon_variant	0	NR	8E-21	20.0969100130081	(Phosphatidylcholine with diacyl residue sum C36:4)	0.407955	[0.32-0.49] unit decrease	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite concentrations in chronic kidney disease	1,143 European ancestry cases	NA	11q12.2	11	61813978	FADS1	FADS1, FADS2			ENSG00000149485, ENSG00000134824	NA	NA	rs7394579-G	rs7394579	0	7394579	intron_variant	0	NR	2E-8	7.69897000433602	(Phosphatidylcholine with acyl-alkyl residue sum C44:6)	0.264318	[0.17-0.36] unit decrease	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite concentrations in chronic kidney disease	1,143 European ancestry cases	NA	11q12.2	11	61814292	FADS1	FADS1, FADS2			ENSG00000149485, ENSG00000134824	NA	NA	rs174560-C	rs174560	0	174560	non_coding_transcript_exon_variant	0	NR	3E-10	9.52287874528034	(Phosphatidylcholine with diacyl residue sum C36:3)	0.278836	[0.19-0.36] unit increase	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite concentrations in chronic kidney disease	1,143 European ancestry cases	NA	11q12.2	11	61824524	FADS1, FADS2	FADS1, FADS2			ENSG00000149485, ENSG00000134824	NA	NA	rs57668028-G	rs57668028	0	57668028	intron_variant	0	NR	1E-8	8	(Phosphatidylcholine with acyl-alkyl residue sum C44:6)	0.261806	[0.17-0.35] unit decrease	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite concentrations in chronic kidney disease	1,143 European ancestry cases	NA	11q12.2	11	61824890	FADS1, FADS2	FADS1, FADS2			ENSG00000149485, ENSG00000134824	NA	NA	rs174566-G	rs174566	0	174566	intron_variant	0	NR	5E-14	13.301029995664	(Phosphatidylcholine with diacyl residue sum C36:5)	0.320688	[0.24-0.4] unit decrease	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite concentrations in chronic kidney disease	1,143 European ancestry cases	NA	11q12.2	11	61826344	FADS1, FADS2	FADS2, FADS1			ENSG00000134824, ENSG00000149485	NA	NA	rs174568-T	rs174568	0	174568	missense_variant	0	NR	3E-8	7.52287874528034	(Phosphatidylcholine with diacyl residue sum C34:4)	0.237543	[0.15-0.32] unit decrease	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite concentrations in chronic kidney disease	1,143 European ancestry cases	NA	11q12.2	11	61828851	FADS2	FADS1, FADS2			ENSG00000149485, ENSG00000134824	NA	NA	rs5792235-C	rs5792235	0	5792235	intron_variant	0	NR	2E-8	7.69897000433602	(Phosphatidylcholine with diacyl residue sum C34:4)	0.239467	[0.16-0.32] unit decrease	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite concentrations in chronic kidney disease	1,143 European ancestry cases	NA	12q24.31	12	120737721	ACADS	ACADS			ENSG00000122971	NA	NA	rs2014355-C	rs2014355	0	2014355	non_coding_transcript_exon_variant	0	NR	4E-27	26.397940008672	(Butyrylcarnitine / Isobutyrylcarnitine)	0.417057	[0.34-0.49] unit increase	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite concentrations in chronic kidney disease	1,143 European ancestry cases	NA	14q23.2	14	63765502	SGPP1, SYNE2	SYNE2			ENSG00000054654	NA	NA	rs7160525-A	rs7160525	0	7160525	intron_variant	0	NR	7E-15	14.1549019599857	(Phosphatidylcholine with diacyl residue sum C28:1)	0.415635	[0.31-0.52] unit increase	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite concentrations in chronic kidney disease	1,143 European ancestry cases	NA	14q23.2	14	63773160	SGPP1, SYNE2	SYNE2			ENSG00000054654	NA	NA	rs112329286-TTTTA	rs112329286	0	112329286	intron_variant	0	NR	5E-12	11.301029995664	(Hydroxysphingomyelin with acyl residue sum C14:1)	0.363114	[0.26-0.47] unit increase	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite concentrations in chronic kidney disease	1,143 European ancestry cases	NA	14q24.1	14	67509105	TMEM229B	TMEM229B			ENSG00000198133	NA	NA	rs1077989-C	rs1077989	0	1077989	intron_variant	0	NR	2E-12	11.698970004336	(Phosphatidylcholine with acyl-alkyl residue sum C32:1)	0.278589	[0.2-0.36] unit decrease	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite concentrations in chronic kidney disease	1,143 European ancestry cases	NA	14q24.1	14	67509105	TMEM229B	TMEM229B			ENSG00000198133	NA	NA	rs1077989-C	rs1077989	0	1077989	intron_variant	0	NR	2E-8	7.69897000433602	(Phosphatidylcholine with acyl-alkyl residue sum C32:2)	0.212349	[0.14-0.29] unit decrease	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite concentrations in chronic kidney disease	1,143 European ancestry cases	NA	14q32.33	14	104105483	ASPG	ASPG			ENSG00000166183	NA	NA	rs2282377-G	rs2282377	0	2282377	intron_variant	0	NR	1E-11	11	(Asparagine)	0.426586	[0.3-0.55] unit increase	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite concentrations in chronic kidney disease	1,143 European ancestry cases	NA	15q11.2	15	23679185	MAGEL2, NDN	MAGEL2 - NDN	ENSG00000254585	ENSG00000182636		31318	6215	rs850799-G	rs850799	0	850799	intergenic_variant	1	NR	5E-8	7.30102999566398	(Phosphatidylcholine with acyl-alkyl residue sum C42:3)	0.285624	[0.18-0.39] unit increase	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite concentrations in chronic kidney disease	1,143 European ancestry cases	NA	17q25.3	17	78447415	DNAH17	DNAH17			ENSG00000187775	NA	NA	rs55888180-C	rs55888180	0	55888180	intron_variant	0	NR	4E-8	7.39794000867204	(Phosphatidylcholine with acyl-alkyl residue sum C36:3)	0.400252	[0.26-0.54] unit increase	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite concentrations in chronic kidney disease	1,143 European ancestry cases	NA	22q11.21	22	18923820	PRODH	AC007326.4, PRODH			ENSG00000283809, ENSG00000100033	NA	NA	rs117935223-A	rs117935223	0	117935223	non_coding_transcript_exon_variant	0	NR	2E-17	16.698970004336	(Proline)	0.619758	[0.48-0.76] unit increase	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite concentrations in chronic kidney disease	1,143 European ancestry cases	NA	1p31.1	1	75671921	ACADM, SLC44A5	AL137803.1			ENSG00000230863	NA	NA	rs12134854-C	rs12134854	0	12134854	intron_variant	0	NR	1E-12	12	(Decanoylcarnitine)	0.297101	[0.22-0.38] unit decrease	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite concentrations in chronic kidney disease	1,143 European ancestry cases	NA	1q21.3	1	151907285	THEM4	THEM4			ENSG00000159445	NA	NA	rs28415528-A	rs28415528	0	28415528	intron_variant	0	NR	4E-9	8.39794000867204	(Nonanoylcarnitine)	0.224275	[0.15-0.3] unit increase	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite concentrations in chronic kidney disease	1,143 European ancestry cases	NA	2p13.1	2	73643197	NAT8	ALMS1P1			ENSG00000163016	NA	NA	rs375811360-G	rs375811360	1	2860716	intron_variant	0	NR	1E-62	62	(Acetylornithine)	0.839768	[0.75-0.93] unit decrease	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite concentrations in chronic kidney disease	1,143 European ancestry cases	NA	2q34	2	210210185	ACADL	ACADL, AC006994.1			ENSG00000115361, ENSG00000279317	NA	NA	rs3764913-C	rs3764913	0	3764913	non_coding_transcript_exon_variant	0	NR	1E-35	35	(Nonanoylcarnitine)	0.457998	[0.39-0.53] unit increase	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite concentrations in chronic kidney disease	1,143 European ancestry cases	NA	2q34	2	210675783	CPS1	CPS1			ENSG00000021826	NA	NA	rs1047891-A	rs1047891	0	1047891	missense_variant	0	NR	2E-20	19.698970004336	(Glycine)	0.394115	[0.31-0.48] unit increase	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite concentrations in chronic kidney disease	1,143 European ancestry cases	NA	3q28	3	191708066	PYDC2, FGF12	AC072023.1 - AC026320.2	ENSG00000201860	ENSG00000237653		66829	244283	rs1066621-T	rs1066621	0	1066621	regulatory_region_variant	1	NR	3E-8	7.52287874528034	(Phosphatidylcholine with diacyl residue sum C36:0)	0.245354	[0.16-0.33] unit increase	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite concentrations in chronic kidney disease	1,143 European ancestry cases	NA	4p15.31	4	20645949	SLIT2, PACRGL	SLIT2 - PACRGL	ENSG00000145147	ENSG00000163138		25388	50333	rs57802047-T	rs57802047	0	57802047	intergenic_variant	1	NR	9E-10	9.04575749056067	(Phosphatidylcholine with acyl-alkyl residue sum C38:0)	0.490673	[0.34-0.65] unit increase	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite concentrations in chronic kidney disease	1,143 European ancestry cases	NA	5p14.3	5	21172184	CDH18, GUSBP1	AC140168.1 - AC140172.1	ENSG00000286751	ENSG00000248286		139339	24536	rs17253658-T	rs17253658	0	17253658	intergenic_variant	1	NR	1E-8	8	(Serine)	0.475572	[0.31-0.64] unit increase	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Urinary metabolite ratios in chronic kidney disease	1,143 European ancestry cases	NA	19q13.11	19	32866527	SLC7A9	SLC7A9			ENSG00000021488	NA	NA	rs35975406-C	rs35975406	0	35975406	intron_variant	0	NR	1E-18	18	(Lysine/Serine)	0.373312	[0.29-0.45] unit increase	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Urinary metabolite ratios in chronic kidney disease	1,143 European ancestry cases	NA	19q13.11	19	32865985	SLC7A9	SLC7A9			ENSG00000021488	NA	NA	rs12460876-C	rs12460876	0	12460876	intron_variant	0	NR	3E-17	16.5228787452803	(Lysine/Asparagine)	0.356427	[0.28-0.44] unit increase	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Urinary metabolite ratios in chronic kidney disease	1,143 European ancestry cases	NA	19q13.11	19	32865985	SLC7A9	SLC7A9			ENSG00000021488	NA	NA	rs12460876-C	rs12460876	0	12460876	intron_variant	0	NR	8E-17	16.0969100130081	(Lysine/Phenylalanine)	0.351713	[0.27-0.43] unit increase	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Urinary metabolite ratios in chronic kidney disease	1,143 European ancestry cases	NA	19q13.11	19	32865985	SLC7A9	SLC7A9			ENSG00000021488	NA	NA	rs12460876-C	rs12460876	0	12460876	intron_variant	0	NR	9E-17	16.0457574905607	(Lysine/Tryptophan)	0.350727	[0.27-0.43] unit increase	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite ratios in chronic kidney disease	1,143 European ancestry cases	NA	12q24.31	12	120738280	ACADS	ACADS			ENSG00000122971	NA	NA	rs1799958-A	rs1799958	0	1799958	missense_variant	0	NR	2E-33	32.698970004336	(Carnitine (free)/Butyrylcarnitine / Isobutyrylcarnitine)	0.484864	[0.41-0.56] unit decrease	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite ratios in chronic kidney disease	1,143 European ancestry cases	NA	12q24.31	12	120738280	ACADS	ACADS			ENSG00000122971	NA	NA	rs1799958-A	rs1799958	0	1799958	missense_variant	0	NR	6E-37	36.2218487496164	(Butyrylcarnitine / Isobutyrylcarnitine/Isovalerylcarnitine / 2-Methylbutyrylcarnitine / Valerylcarnitine)	0.541971	[0.46-0.62] unit increase	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite ratios in chronic kidney disease	1,143 European ancestry cases	NA	12q24.31	12	120742216	ACADS, SPPL3	AC069234.1			ENSG00000255946	NA	NA	rs34708625-C	rs34708625	0	34708625	intron_variant	0	NR	3E-40	39.5228787452803	(Propionylcarnitine/Butyrylcarnitine / Isobutyrylcarnitine)	0.54364	[0.47-0.62] unit decrease	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite ratios in chronic kidney disease	1,143 European ancestry cases	NA	20p12.1	20	12992873	BTBD3, SPTLC3	LINC01723			ENSG00000234265	NA	NA	rs686548-T	rs686548	0	686548	intron_variant	0	NR	4E-16	15.397940008672	(Phosphatidylcholine with acyl-alkyl residue sum C36:0/Phosphatidylcholine with acyl-alkyl residue sum C40:2)	0.326566	[0.25-0.4] unit increase	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite ratios in chronic kidney disease	1,143 European ancestry cases	NA	20p12.1	20	12992873	BTBD3, SPTLC3	LINC01723			ENSG00000234265	NA	NA	rs686548-T	rs686548	0	686548	intron_variant	0	NR	2E-12	11.698970004336	(Phosphatidylcholine with acyl-alkyl residue sum C40:2/Phosphatidylcholine with acyl-alkyl residue sum C40:5)	0.28471	[0.21-0.36] unit decrease	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite ratios in chronic kidney disease	1,143 European ancestry cases	NA	20p12.1	20	12992873	BTBD3, SPTLC3	LINC01723			ENSG00000234265	NA	NA	rs686548-T	rs686548	0	686548	intron_variant	0	NR	2E-15	14.698970004336	(Phosphatidylcholine with acyl-alkyl residue sum C40:2/Phosphatidylcholine with acyl-alkyl residue sum C42:2)	0.321292	[0.24-0.4] unit decrease	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite ratios in chronic kidney disease	1,143 European ancestry cases	NA	20p12.1	20	12992873	BTBD3, SPTLC3	LINC01723			ENSG00000234265	NA	NA	rs686548-T	rs686548	0	686548	intron_variant	0	NR	6E-14	13.2218487496164	(Phosphatidylcholine with acyl-alkyl residue sum C40:2/Phosphatidylcholine with acyl-alkyl residue sum C42:3)	0.302724	[0.22-0.38] unit decrease	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite ratios in chronic kidney disease	1,143 European ancestry cases	NA	20p12.1	20	12992873	BTBD3, SPTLC3	LINC01723			ENSG00000234265	NA	NA	rs686548-T	rs686548	0	686548	intron_variant	0	NR	6E-15	14.2218487496164	(Sphingomyelin with acyl residue sum C24:1/Sphingomyelin with acyl residue sum C26:1)	0.317197	[0.24-0.4] unit increase	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite ratios in chronic kidney disease	1,143 European ancestry cases	NA	20p12.1	20	12992873	BTBD3, SPTLC3	LINC01723			ENSG00000234265	NA	NA	rs686548-T	rs686548	0	686548	intron_variant	0	NR	5E-14	13.301029995664	(Hydroxysphingomyelin with acyl residue sum C16:1/Sphingomyelin with acyl residue sum C16:1)	0.311299	[0.23-0.39] unit decrease	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite ratios in chronic kidney disease	1,143 European ancestry cases	NA	20p12.1	20	12992873	BTBD3, SPTLC3	LINC01723			ENSG00000234265	NA	NA	rs686548-T	rs686548	0	686548	intron_variant	0	NR	5E-16	15.301029995664	(Hydroxysphingomyelin with acyl residue sum C24:1/Sphingomyelin with acyl residue sum C24:0)	0.333831	[0.25-0.41] unit decrease	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite ratios in chronic kidney disease	1,143 European ancestry cases	NA	19p13.2	19	8222034	CERS4	CERS4			ENSG00000090661	NA	NA	rs7253584-C	rs7253584	0	7253584	intron_variant	0	NR	2E-14	13.698970004336	(Hydroxysphingomyelin with acyl residue sum C22:1/Sphingomyelin with acyl residue sum C18:0)	0.39057	[0.29-0.49] unit decrease	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite ratios in chronic kidney disease	1,143 European ancestry cases	NA	19p13.2	19	8222034	CERS4	CERS4			ENSG00000090661	NA	NA	rs7253584-C	rs7253584	0	7253584	intron_variant	0	NR	4E-12	11.397940008672	(Hydroxysphingomyelin with acyl residue sum C22:2/Sphingomyelin with acyl residue sum C18:1)	0.353524	[0.25-0.45] unit decrease	Illumina [up to 9281895] (imputed)	N
